ticker;name;isin;country;currency;gics_sector_name;industry_group;region_en;Weight in MSCI World;Annualized return 20Y;Annualized return 10Y;Annualized return 5Y;Annualized return 1Y;Volatility 20Y;Volatility 10Y;Volatility 5Y;Volatility 1Y;Sharpe 20Y;Sharpe 10Y;Sharpe 5Y;Sharpe 1Y;VaR 99% 20Y;VaR 99% 10Y;VaR 99% 5Y;VaR 99% 1Y;VaR 95% 20Y;VaR 95% 10Y;VaR 95% 5Y;VaR 95% 1Y;CVaR 95% 20Y;CVaR 95% 10Y;CVaR 95% 5Y;CVaR 95% 1Y;Max drawdown 20Y;Max drawdown 10Y;Max drawdown 5Y;Max drawdown 1Y;ROA;ROE;ROIC;Net margin;Gross margin;Dividend payout ratio;Dividend yield;FCF yield;Debt assets;Quick ratio;Current ratio;PE ratio;PB ratio;PS ratio;PCF ratio;ITR;S1_ITR;S2_ITR;S3_ITR;CBN_LCT_SCORE;IVA_COMPANY_RATING;E_SCORE;S_SCORE;G_SCORE;E_CONTROVERSY;S_CONTROVERSY;G_CONTROVERSY;SDG_01_NET_ALIGNMENT_SCORE;SDG_02_NET_ALIGNMENT_SCORE;SDG_03_NET_ALIGNMENT_SCORE;SDG_04_NET_ALIGNMENT_SCORE;SDG_05_NET_ALIGNMENT_SCORE;SDG_06_NET_ALIGNMENT_SCORE;SDG_07_NET_ALIGNMENT_SCORE;SDG_08_NET_ALIGNMENT_SCORE;SDG_09_NET_ALIGNMENT_SCORE;SDG_10_NET_ALIGNMENT_SCORE;SDG_11_NET_ALIGNMENT_SCORE;SDG_12_NET_ALIGNMENT_SCORE;SDG_13_NET_ALIGNMENT_SCORE;SDG_14_NET_ALIGNMENT_SCORE;SDG_15_NET_ALIGNMENT_SCORE;SDG_16_NET_ALIGNMENT_SCORE;SDG_17_NET_ALIGNMENT_SCORE;EST_EU_TAXONOMY_MAX_REV;EU_TAXONOMY_ELIGIBLE_MAX_REV;CWEAP_TIE;TOB_PRODUCER;REP_EU_TAXONOMY_CAPEX_ELIGIBLE;REP_EU_TAXONOMY_OPEX_ELIGIBLE;CT_TOTAL_MAX_REV;SCOPE_1;SCOPE_2;SCOPE_3;FOOTPRINT_SCOPE_1;FOOTPRINT_SCOPE_2;FOOTPRINT_SCOPE_3;INTENSITY_SCOPE_1;INTENSITY_SCOPE_2;INTENSITY_SCOPE_3;EV;SALES
JNJ US Equity;Johnson & Johnson;US4781601046;UNITED STATES;USD;Health Care;Pharmaceuticals;North America;0.005064949;0.07613332;0.068335828;0.033469469;0.005459121;0.180631375;0.192137227;0.202684414;0.152357243;0.421484475;0.355661571;0.165130947;0.03583106;-0.030580508;-0.035573907;-0.03563426;-0.021798209;-0.016380345;-0.016671715;-0.017006382;-0.015415527;-0.025608747;-0.027740356;-0.028364249;-0.01986977;-0.302294029;-0.256395289;-0.256395289;-0.105868079;8.576788598;20.88891404;14.86166883;11.98931909;69.18558077;80.33588998;3.01115;2.30718;20.05249962;0.785293379;1.028787264;26.6794;5.53804;4.46868;15.5835;1.3;1.3;1.3;1.3;6.28;A;5.3;5.2;3.5;10;1;4;0.5;0;2.5;0.5;2.5;2.5;2;2.5;-1;1;-0.5;1.5;2;0;0;1.5;0;0;0;;0;;;0;320104;467934;23807764.54;3.450320281;5.043742566;256.6178893;3.779235125;5.524556422;281.0809612;393427.4903;84700.7369
ABBV US Equity;AbbVie Inc;US00287Y1091;UNITED STATES;USD;Health Care;Pharmaceuticals;North America;0.004572139;0.11357412;0.152482672;0.198562993;0.24642068;0.27141995;0.273634913;0.254117479;0.236762794;0.418444261;0.557248598;0.781382665;1.040791398;-0.044493458;-0.050525418;-0.04556475;-0.03521113;-0.025046453;-0.024830918;-0.02178426;-0.019175236;-0.040267388;-0.04100718;-0.03802973;-0.035841048;-0.398539183;-0.398539183;-0.331170922;-0.166780374;3.633918961;56.06311376;7.683002434;10.72614108;71.00276625;216.2237567;3.13956;1.33911;49.55934236;0.541893084;0.645232456;68.8708;57.8528;6.30138;21.2429;1.5;1.3;1.3;1.6;6.42;A;7.7;4.6;5.6;10;1;10;1;0;2.5;0.5;3;2.5;2;2.5;-0.5;2.5;0;2;1.5;0;0;0.5;1;0;0;;0;;;0;328259;237714;10355205.06;3.483057053;2.522311419;109.8759517;6.119745203;4.431711274;193.0524875;399658.5112;53639.3247
CRM US Equity;Salesforce Inc;US79466L3024;UNITED STATES;USD;Information Technology;Software;North America;0.004465759;0.256362658;0.203887078;0.170522119;0.350270585;0.405823057;0.351735508;0.395334558;0.359445163;0.63171043;0.579660208;0.431336233;0.974475721;-0.065136531;-0.057887302;-0.06489085;-0.048283357;-0.036667727;-0.031974089;-0.034739512;-0.024557608;-0.054852819;-0.050083962;-0.056259675;-0.048870832;-0.633394806;-0.555699607;-0.555699607;-0.31100544;6.507068968;10.17879347;8.462191044;16.16899619;69.79034307;19.74203738;0.411847;3.81261;13.32458012;1.011045161;1.011045161;47.9353;4.7595;7.56062;22.4489;1.4;1.3;3;1.4;7.79;AA;6.6;6.9;4.3;10;2;10;0;0;0;0.5;2.5;0;2;1;2;2;-0.5;3.5;1.5;0;0;1;2;18.97;0;;0;;;18.97;4000;280000;3826193.98;0.062586981;4.381088692;59.86748278;0.111355924;7.794914659;106.5173412;271024.7787;35920.8551
BAC US Equity;Bank of America Corp;US0605051046;UNITED STATES;USD;Financials;Banks;North America;0.004410139;0.025651264;0.125134151;0.078872909;0.403269493;0.453103186;0.316744375;0.350659371;0.232008925;0.056612411;0.395063531;0.224927423;1.738163709;-0.074602948;-0.053984354;-0.05912398;-0.028464385;-0.033597545;-0.028281224;-0.02979923;-0.018203899;-0.063771563;-0.044294857;-0.048660332;-0.026177176;-0.937216001;-0.475841311;-0.475841311;-0.17348199;0.729028992;8.091833797;4.018630268;13.33127127;;35.62470464;2.46976;2.76889;22.33774219;;1.023550842;14.4244;1.12183;1.60342;17.2824;2.2;1.3;1.8;2.3;6.05;A;8.2;4.4;4.5;10;2;1;-0.5;0;0;0.5;2.5;0.5;1;2.5;-1.5;0;-0.5;0.5;1.5;0;0;-1;-2;0;0;;0;;;0;68050;610013;3571192;0.282966471;2.536564669;14.84978099;0.360270962;3.229536673;18.90663893;1019826.197;188885.6086
NOVOB DC Equity;Novo Nordisk A/S;DK0062498333;DENMARK;DKK;Health Care;Pharmaceuticals;Europe;0.004263629;0.218410529;0.183164259;0.272434336;-0.096796977;0.2683866;0.281274937;0.299125507;0.369557772;0.813790737;0.651192961;0.910769326;-0.261926509;-0.040455095;-0.041262769;-0.040845614;-0.053650042;-0.023555642;-0.024208994;-0.024978525;-0.026861533;-0.036702988;-0.038556869;-0.039460533;-0.056264716;-0.450140965;-0.450140965;-0.425270569;-0.425270569;27.15850802;88.72621339;66.49677594;35.00626425;84.65831187;46.59678718;1.25826;0.957623;14.33470628;0.754547462;0.9366571;37.0327;28.8112;12.9702;29.6869;1.3;1.3;1.3;1.3;6.39;AAA;4.8;5.4;6.5;10;4;10;2;0;3.5;0;2.5;1.5;2;2;0.5;2.5;0;2;2;0;0;1.5;2;0;0;;0;60;5;0;78000;15000;7459261.48;0.706436465;0.135853166;67.55761936;2.149637934;0.41339191;205.5732235;468224.901;36285.1803
ASML NA Equity;ASML Holding NV;NL0010273215;NETHERLANDS;EUR;Information Technology;Semiconductors;Europe;0.004003949;0.218918493;0.230292193;0.212290573;0.003878188;0.336410113;0.32889209;0.379141117;0.407485105;0.650748846;0.700205935;0.559924957;0.009517373;-0.051657626;-0.053903846;-0.061734109;-0.085077201;-0.031546635;-0.032652666;-0.036917162;-0.036982916;-0.045598247;-0.047343542;-0.054583861;-0.066682692;-0.568456723;-0.480126067;-0.480126067;-0.387381984;17.47309522;49.21606594;37.07770135;27.80790915;50.80015534;36.399909;0.647169;0.149393;11.23447006;0.839240475;1.551498209;43.0015;18.4464;11.3608;61.8615;1.3;1.3;1.3;1.3;5.43;AAA;4.8;10;8;10;10;10;1;0;0;0.5;2.5;3;2;2.5;1.5;2.5;0;2.5;2;0;0;1.5;3;0;100;;0;48;100;0;19200;15900;34744928.18;0.273424393;0.226429576;494.797443;0.731788193;0.606012097;1324.267094;297781;26237.1
ORCL US Equity;Oracle Corp;US68389X1054;UNITED STATES;USD;Information Technology;Software;North America;0.003931939;0.154035255;0.166746534;0.283426008;0.675478232;0.282185969;0.278673962;0.324488312;0.319305631;0.54586433;0.598357064;0.873455215;2.115459818;-0.047017243;-0.045905015;-0.05284478;-0.045562952;-0.024873567;-0.023306167;-0.026053632;-0.019980452;-0.040023751;-0.039679167;-0.044281833;-0.03742615;-0.32833251;-0.32833251;-0.325774463;-0.142468068;8.22044716;132.0009085;12.87678213;22.41268938;66.74016644;39.15426782;0.865614;0.96548;59.68629405;0.808997659;0.808997659;45.233;37.5973;9.65369;26.1402;1.3;1.3;2.9;1.3;7.65;A;7.7;5;4.4;10;2;10;1;0;0;0;2.5;2;0;1;0;1;0;4;0.5;0;0;1;0;18.59;16.04;;0;;;18.59;10237;787719;7490123.45;0.073908114;5.687098316;54.07647709;0.192933312;14.8458763;141.1638493;587372.4831;53059.7847
SAP GY Equity;SAP SE;DE0007164600;GERMANY;EUR;Information Technology;Software;Europe;0.003673769;0.114596636;0.161768798;0.157507772;0.699960745;0.243800899;0.242628286;0.268812017;0.231729476;0.470041895;0.666735116;0.585940218;3.020594345;-0.04076628;-0.03687369;-0.041277083;-0.02859468;-0.022312959;-0.023183421;-0.024700005;-0.019409209;-0.035078702;-0.034571578;-0.038069621;-0.025648771;-0.48624724;-0.411749205;-0.411749205;-0.092004381;3.934359541;6.434520203;5.39238137;8.140198996;75.72669613;80.35062089;1.57729;1.85104;15.65443372;1.099222728;1.099222728;88.0465;5.70264;7.2379;31.1089;1.7;1.3;1.3;1.8;7.93;AAA;7.2;7.3;6.2;10;5;3;0.5;0;0;0.5;2;2;1.5;2;1.5;2.5;0.5;4.5;2.5;0;0;1;2;26.05;57.51;;0;27;19;26.05;112800;128600;5082763.09;1.994196673;2.27352564;89.8584153;3.390747588;3.865692729;152.7869387;239869;33267
CVX US Equity;Chevron Corp;US1667641005;UNITED STATES;USD;Energy;Oil&Gas;North America;0.003611479;0.093187969;0.072197694;0.08546202;0.064221715;0.277307872;0.298642633;0.353382798;0.201204976;0.336045162;0.241752804;0.241839786;0.319185522;-0.043957867;-0.044452563;-0.04917288;-0.032238202;-0.025050702;-0.026102944;-0.02913617;-0.021267648;-0.038977045;-0.041531236;-0.048938714;-0.028422597;-0.549415368;-0.549415368;-0.53220906;-0.182272419;6.377028781;10.37804814;9.208822937;8.604663159;15.8129578;70.44036233;4.34576;2.81188;9.968290952;0.796853127;1.069124811;16.209;1.69433;1.37275;7.55361;5.9;6.9;2.6;5.9;2.08;A;5;5.4;6.3;3;2;10;1;-0.5;-2;0.5;2.5;0;-10;1.5;-0.5;1;-1.5;-10;-10;-1.5;-3.5;1;2;2.87;76.7;;0;;;2.87;52000000;4000000;830476437.6;793.1265395;61.00973381;12666.7866;277.7045332;21.36188717;4435.135989;278031.4173;187249.374
MRK US Equity;Merck & Co Inc;US58933Y1055;UNITED STATES;USD;Health Care;Pharmaceuticals;North America;0.003600289;0.10163118;0.101344348;0.065487283;-0.008286901;0.248258129;0.228569732;0.242240653;0.211511498;0.409377047;0.443384816;0.270339774;-0.039179437;-0.047137632;-0.036497856;-0.046686851;-0.027790557;-0.021406987;-0.020651595;-0.021075132;-0.018384001;-0.035960177;-0.03200616;-0.03466374;-0.030712506;-0.580876101;-0.292584961;-0.262252945;-0.262252945;10.83390187;28.33418855;15.7050329;18.88722704;73.43104996;64.50937271;2.71222;2.46018;32.44307933;1.153146759;1.364192523;23.7847;6.46122;4.58805;15.7992;1.3;1.3;1.3;1.4;6.36;A;5.2;4.5;5.2;10;2;10;1;0;2.5;0.5;2.5;2.5;2;2.5;-0.5;1.5;0;2.5;2;0;0;1.5;2;0;0;;0;;;0;718400;356900;13218913.95;10.10553909;5.020416065;185.9468982;11.82583585;5.875056815;217.6012062;301467.049;60748.3487
WFC US Equity;Wells Fargo & Co;US9497461015;UNITED STATES;USD;Financials;Banks;North America;0.00347771;0.075343181;0.061226028;0.089752062;0.531424559;0.396590381;0.317658466;0.384795795;0.296842302;0.189977327;0.192741686;0.233245952;1.790258852;-0.068249242;-0.053479247;-0.066447347;-0.046617391;-0.0312492;-0.028693503;-0.034926635;-0.022204778;-0.055311598;-0.045485751;-0.05581104;-0.038318543;-0.762860417;-0.652807829;-0.615955989;-0.185330946;0.944253594;9.939557119;4.931301456;16.0797384;;30.14741044;2.56683;17.8873;15.51220654;;0.791033138;11.745;1.14776;1.50348;4.74005;2.2;1.3;1.9;2.2;6.14;BB;7.9;2.1;4.8;10;1;1;-1.5;0;0;-0.5;1.5;1;1;-0.5;-2.5;-1;0;1;0.5;0;0;-2;-3;0;0;;0;;;0;105672.33;871126.95;33790825.58;0.969629012;7.993293649;310.0581281;0.850121386;7.008113196;271.8431919;462156.1048;124302.6369
ACN US Equity;Accenture PLC;IE00B4BNMY34;IRELAND;USD;Information Technology;Computers;Europe;0.00321113;0.163228637;0.174960766;0.134253807;0.078695551;0.257654913;0.252021329;0.286106095;0.250492897;0.633516492;0.694229995;0.469244834;0.314162805;-0.04483461;-0.046403666;-0.050161199;-0.03995292;-0.024243234;-0.023387968;-0.026155392;-0.021976994;-0.037195587;-0.037418366;-0.04213954;-0.035415226;-0.358409973;-0.358409973;-0.358409973;-0.266928715;13.59116004;27.10080608;23.12188764;11.40753826;32.49233526;44.84680833;1.47639;2.47911;13.6072484;1.466130443;1.466130443;30.376;7.75911;3.46556;23.8199;1.3;1.3;1.3;1.3;6.6;AA;7.5;5.5;6;10;1;10;-1;0;0;0.5;2.5;0.5;2.5;-0.5;1.5;0;0.5;1.5;2.5;0;0;-0.5;3;2.14;70.19;;0;;;2.14;22038;180510;8151260.82;0.419346211;3.434802822;155.1048344;0.34381314;2.8161226;127.1671919;222860.1752;64098.77183
KO US Equity;Coca-Cola Co/The;US1912161007;UNITED STATES;USD;Consumer Staples;Beverages;North America;0.00317791;0.091996797;0.078212065;0.061629506;0.146322674;0.186540502;0.184167096;0.205131315;0.129256946;0.493173312;0.424679908;0.300439286;1.13202949;-0.032307747;-0.033326474;-0.042087465;-0.020116798;-0.016641859;-0.016247328;-0.018016922;-0.013959753;-0.026952939;-0.027418305;-0.031529844;-0.017745125;-0.364430041;-0.364430041;-0.364430041;-0.112921512;10.21271168;39.39594648;16.01224493;22.43705811;60.78418693;79.53318382;2.6675;-1.52603;43.53603222;0.895166089;1.060170114;29.8156;11.6681;6.68969;56.1818;2.3;1.4;4.2;2.3;5.79;AA;5;7.5;5.7;1;2;1;-2.5;0.5;0;-0.5;2;1;1;-0.5;-1;1;0;-1.5;1.5;-3;-2.5;-2.5;-2;0;0;;0;;;0;786178.41;1056379.02;30064806.26;10.14929227;13.63748901;388.1262854;17.54469615;23.57460939;670.939171;328487.1356;44810.0328
NOW US Equity;ServiceNow Inc;US81762P1021;UNITED STATES;USD;Information Technology;Software;North America;0.00317739;0.232903621;0.329947756;0.315541585;0.579736579;0.418776533;0.392720573;0.416278592;0.33602048;0.556152512;0.840159081;0.758005796;1.725301323;-0.067816919;-0.064789495;-0.068833589;-0.046271191;-0.039742103;-0.038400143;-0.04130118;-0.031503588;-0.056979539;-0.056444892;-0.057938681;-0.046131571;-0.490756185;-0.490756185;-0.437143374;-0.21218573;7.970171514;16.22146673;12.85851781;15.44511977;79.12048624;;0;1.81046;12.17858305;1.060123784;1.060123784;139.135;19.8631;17.8256;44.0233;1.3;1.3;1.5;1.3;7.96;AAA;6.6;7.5;6.5;10;6;10;1;0;0;0;2.5;0.5;0;2;-0.5;1.5;0;3;1.5;0;0;1;2;24.19;0;;0;;;24.19;2430;54979;979094.31;0.058149291;1.315633698;23.42948158;0.240423202;5.439599676;96.87118885;177212.7071;10107.1776
CSCO US Equity;Cisco Systems Inc;US17275R1023;UNITED STATES;USD;Information Technology;Telecommunications;North America;0.00313508;0.085683503;0.11739065;0.081233771;0.275841245;0.278097377;0.257872407;0.27366455;0.186033293;0.308106119;0.45522765;0.296837025;1.482752041;-0.047424489;-0.044021799;-0.050546983;-0.028443845;-0.025278622;-0.023984469;-0.023657386;-0.014486347;-0.041072197;-0.038456313;-0.040880881;-0.024145339;-0.590274646;-0.420473898;-0.353507263;-0.143684869;8.457780879;20.76099329;15.85999038;19.58673506;64.74243191;68.45776285;2.85253;2.24468;26.98547834;0.804326378;0.88185092;23.999;4.89235;4.22238;18.38;1.8;1.3;1.8;1.8;6.32;AA;5.9;4.9;5.6;10;2;10;1;0;0;0;2.5;1.5;1;2;1;2;0;3;2;0;0;1;2;0;93.23;;0;;;5;40402;568141;18135314.22;0.749123105;10.53431884;336.2601577;0.789571629;11.10311408;354.4163554;228708.6997;51169.5184
7203 JP Equity;Toyota Motor Corp;JP3633400001;JAPAN;JPY;Consumer Discretionary;Auto Manufacturers;Japan;0.00312971;0.081333759;0.089464645;0.110228141;0.165253806;0.277688551;0.258011946;0.285965578;0.372608578;0.292895614;0.346746133;0.385459473;0.443505102;-0.043426854;-0.042358851;-0.043276801;-0.059290389;-0.02648677;-0.024722198;-0.02724653;-0.030602082;-0.038427393;-0.03573851;-0.038539861;-0.049407018;-0.571660214;-0.3961273;-0.3961273;-0.3961273;4.932709664;12.86602313;7.951665138;5.013433881;21.30696729;26.83131625;3.34317;-7.77078;40.94643968;1.067450958;1.228506018;8.02572;0.972789;0.728524;9.02442;2;1.5;2.3;2.1;5.06;BBB;6.4;3.4;3;10;2;1;-2;0;0;0;0.5;1.5;2;1.5;-1.5;0;0.5;4.5;2;0;-0.5;-1.5;-3;27.51;92.36;;0;;;27.51;2560000;2850000;473206474.3;27.79618262;30.94496893;5138.020927;8.982236623;9.999755616;1660.333017;390560.0534;285006.9651
NESN SE Equity;Nestle SA;CH0038863350;SWITZERLAND;CHF;Consumer Staples;Food;Europe;0.0030526;0.093179943;0.04755395;-0.016902333;-0.204994827;0.17285056;0.170523062;0.174911298;0.172275111;0.539078052;0.278871079;-0.096633738;-1.189927119;-0.030101241;-0.029331536;-0.030382245;-0.036193327;-0.016335226;-0.016150071;-0.017171393;-0.017128045;-0.024791729;-0.023872203;-0.026538914;-0.026543838;-0.320759358;-0.320759358;-0.320759358;-0.229833071;8.386102004;32.48242372;13.22450618;12.52969253;47.18614719;70.81818611;3.07661;1.44245;48.57305094;0.523370605;0.854437393;21.463;7.178;2.61211;13.9581;1.9;1.5;1.5;2;5.48;A;4.4;5;5.6;1;1;10;0.5;1;0;-1;2.5;2;1.5;0;-2;1.5;0;-0.5;1.5;-2.5;-2.5;-2;-2;0;0;;0;;;0;3160000;310000;114321229.5;42.00268487;4.120516554;1519.556512;32.36671074;3.175215294;1170.950053;319038.462;97631.175
PEP US Equity;PepsiCo Inc;US7134481081;UNITED STATES;USD;Consumer Staples;Beverages;North America;0.00303573;0.088629413;0.085421661;0.057782081;-0.023240749;0.189173948;0.196636714;0.22408721;0.167984524;0.468507499;0.43441359;0.257855329;-0.138350539;-0.031086969;-0.032579142;-0.03444189;-0.029869515;-0.016641065;-0.017030312;-0.018726808;-0.015145046;-0.026734084;-0.027799632;-0.031899516;-0.024643256;-0.324308212;-0.280578139;-0.280578139;-0.122418616;9.33524887;48.91398102;16.6219601;12.56540012;55.70374818;77.23487361;2.95478;-0.37197;44.78425676;0.699587663;0.885766122;26.139;12.5167;2.65859;20.3104;1.7;1.7;2.8;1.7;5.8;A;4.5;6.5;6.5;1;4;10;3;1.5;0;0.5;2.5;1;1;2;0.5;2.5;0;-1;1;-3;-2.5;1;3;0;0;;0;;;0;3400000;1752000;58267041.13;53.02940964;27.32574285;908.7843508;38.29494587;19.73316034;656.2744665;271891.191;88784.5621
MCD US Equity;McDonald's Corp;US5801351017;UNITED STATES;USD;Consumer Discretionary;Retail;North America;0.00303127;0.150626127;0.154489247;0.112262184;0.058413145;0.210297004;0.214920568;0.236254486;0.171353105;0.716254269;0.718820207;0.475174825;0.340893417;-0.034165606;-0.035428817;-0.036096793;-0.033246366;-0.018669435;-0.017799379;-0.018173732;-0.015602402;-0.029041887;-0.029472886;-0.03237154;-0.026565864;-0.370195499;-0.370195499;-0.370195499;-0.170619123;15.23166635;;18.08173514;31.78709394;56.00118744;58.64021419;2.19369;0.80708;95.08473973;0.770133164;0.778693722;26.7313;;8.45268;23.5626;1.8;1.3;8;1.8;6.25;A;5.7;3.9;6.1;4;1;4;-1;-2;-0.5;-2.5;0.5;1;1;-1.5;-1;0;0;0.5;2;0;0;-1.5;-3;0;0;;0;;;0;100264;559578.5;59929320;1.621723561;9.050921941;969.328874;4.001962603;22.33515749;2392.034005;262180.9983;25053.70738
RO SE Equity;Roche Holding AG;CH0012032113;SWITZERLAND;CHF;Health Care;Pharmaceuticals;Europe;0.00300903;0.07639677;0.048930767;0.027760162;0.072361184;0.213483567;0.204664439;0.221431381;0.210072206;0.357857851;0.23907801;0.125366885;0.344458628;-0.03622415;-0.034830528;-0.04191163;-0.039894548;-0.020084591;-0.019657897;-0.021243353;-0.020487047;-0.030466672;-0.029214708;-0.033195335;-0.031938431;-0.451002109;-0.404894315;-0.404894315;-0.15436316;11.78867204;38.2963377;20.37765539;20.96622889;74.4304476;66.6550946;3.67253;1.8471;35.95619402;0.965600211;1.26429565;20.5525;7.53786;3.73544;14.2543;1.5;1.3;1.3;1.6;6.29;A;6.3;3.6;5.6;10;1;4;1;0;1;0.5;2.5;1.5;1;1.5;-2;0.5;0;1;1.5;0;0;-0.5;-2;0;0;;0;;;0;240610;404260.99;16973481.99;3.848620545;6.466261384;271.4953306;3.846490883;6.462683231;271.3450967;265119.4509;62553.1185
DIS US Equity;Walt Disney Co/The;US2546871060;UNITED STATES;USD;Communication Services;Media;North America;0.00294295;0.093357325;0.038109542;-0.033291402;0.313320833;0.273989531;0.28163184;0.332542812;0.2642069;0.340733183;0.13531688;-0.100111626;1.185891939;-0.04613675;-0.045027919;-0.052579795;-0.0400619;-0.023802316;-0.024589885;-0.029794512;-0.020297035;-0.038379765;-0.039884327;-0.04662754;-0.036048532;-0.559438701;-0.559438701;-0.559438701;-0.314947794;2.474875435;4.972671311;3.459552735;5.470047857;30.08086253;27.61007215;0.781169;4.09171;25.23557861;0.610480072;0.668921067;35.3563;1.72768;1.93404;12.5828;1.9;1.3;1.8;1.9;6.34;A;9.4;5.2;4.6;10;1;4;0.5;0;-0.5;-2.5;-0.5;1.5;1;-0.5;0;-1;0;1.5;1.5;0;0;-2;-2;0;38.72;;0;;;0;993347;782066;21168847.97;19.45772904;15.3191466;414.6564171;11.31432956;8.90781616;241.1154635;216491.9965;87795.4805
IBM US Equity;International Business Machine;US4592001014;UNITED STATES;USD;Information Technology;Computers;North America;0.00294108;0.079323082;0.084684449;0.166093425;0.454079785;0.230636202;0.244949353;0.267001861;0.237878684;0.343931619;0.345722281;0.622068415;1.908871272;-0.042818302;-0.04550975;-0.050022303;-0.033310149;-0.020929539;-0.021560034;-0.020401178;-0.016492171;-0.034919357;-0.037149278;-0.039565611;-0.031846503;-0.435710306;-0.435710306;-0.381241251;-0.156701479;4.834256239;26.81731154;8.24610209;10.18360205;55.452933;96.93335468;3.01248;3.14079;44.75692092;0.977714622;1.025092711;32.1772;8.36144;3.26272;15.039;1.6;1.3;1.7;1.6;8.01;AA;8.1;5.3;6.1;10;1;6;-1;0;0;-2;-1;1.5;2;0;2;0;0;5;2;0;0;-0.5;-3;36.97;56.28;;0;;;36.97;71000;306000;14149175.05;1.24351178;5.359360631;247.8121952;1.174582927;5.062286983;234.0757669;242126.0166;60446.9879
NOVN SE Equity;Novartis AG;CH0012005267;SWITZERLAND;CHF;Health Care;Pharmaceuticals;Europe;0.00291232;0.080132604;0.060986998;0.051985391;0.08034177;0.185547345;0.18934104;0.187425623;0.165642975;0.431871467;0.322101313;0.277365444;0.485029749;-0.031100832;-0.0312548;-0.031114004;-0.030824037;-0.017531424;-0.018500404;-0.018324391;-0.01733586;-0.026162743;-0.026908799;-0.027420307;-0.026968062;-0.403545273;-0.355347484;-0.248247304;-0.145168228;10.91237147;29.08177843;18.77268183;24.21595327;73.82714911;51.32591959;3.8883;3.19559;31.06429427;0.90022039;1.111332291;12.7203;5.31551;4.58976;14.0394;1.3;1.3;1.3;1.3;6.38;AA;5.9;5.1;6.7;10;3;10;1;0;2.5;0.5;2.5;2.5;2;2.5;-1;2.5;0;2.5;2;0;0;0.5;2;0;0;;0;;;0;248700;49400;10609089.88;4.667851595;0.927188857;199.1220632;5.447366854;1.082026227;232.374767;225939.2889;45655.0856
LIN US Equity;Linde PLC;IE000S9YS762;BRITAIN;USD;Materials;Chemicals;Europe;0.00290958;0.146780498;0.154116913;0.170861987;0.093438356;0.241496135;0.225414335;0.247081122;0.149250564;0.60779647;0.683705024;0.691521821;0.626050271;-0.040544707;-0.036991211;-0.044113583;-0.028378258;-0.022805342;-0.021369919;-0.023155124;-0.011713628;-0.03469514;-0.032187618;-0.03657789;-0.022792758;-0.39954574;-0.322427547;-0.322427547;-0.103831286;7.960192801;16.35178235;11.73582894;19.32778198;36.1998486;41.3257639;1.14184;1.01648;26.96920505;0.80952381;0.958075308;36.1921;5.79636;6.94386;24.5499;10;10;10;8;4.4;A;4.8;9.7;6.6;10;4;10;0.5;0;0;0;2.5;1.5;0.5;2;0.5;2.5;0;1;0;0;-0.5;1;2;0;96.07;;0;21;11;0;16582000;20700000;43855127.39;293.758803;366.7113268;776.9165195;519.8306929;648.9262661;1374.818554;239375.1334;31898.8475
AZN LN Equity;AstraZeneca PLC;GB0009895292;BRITAIN;GBp;Health Care;Pharmaceuticals;Europe;0.00286321;0.121384963;0.113847207;0.094813982;0.055614747;0.239961811;0.245515979;0.252744197;0.219455303;0.505851171;0.463705897;0.375138116;0.25342175;-0.038792171;-0.039434657;-0.041202316;-0.037100125;-0.021740126;-0.021975127;-0.024768909;-0.019275609;-0.034154136;-0.035026738;-0.036951039;-0.033457585;-0.549317629;-0.270907874;-0.259044276;-0.259044276;6.523089386;16.82928066;10.03587678;10.53446369;71.07998526;70.71288028;2.01588;2.32643;30.0813938;0.713299391;0.931690195;35.078;5.91787;4.4825;19.6558;1.3;1.3;1.3;1.3;6.39;AA;4.7;5;5.5;10;4;3;0.5;0;3.5;0;2.5;1.5;2;1.5;0.5;1;0;1.5;2;0;0;-1.5;0;0;0;;0;83;99;0;180898;183332;9760231.72;3.159297101;3.201805747;170.4577816;3.706958537;3.756836021;200.0064915;242815.4455;48799.57469
TMO US Equity;Thermo Fisher Scientific Inc;US8835561023;UNITED STATES;USD;Health Care;Healthcare-Products;North America;0.00285978;0.167553635;0.170099876;0.115460056;0.045716752;0.258258538;0.249428947;0.273129177;0.196744702;0.648782558;0.681957239;0.422730581;0.232365863;-0.045764987;-0.04423043;-0.048356518;-0.034405545;-0.023227684;-0.022976519;-0.026026395;-0.019227614;-0.037288281;-0.036465113;-0.040364317;-0.027992295;-0.489612277;-0.312196087;-0.312196087;-0.178786712;6.215144286;13.00890585;7.865082112;15.38026043;40.86620117;9.532230856;0.247388;3.05378;35.18492687;1.256968701;1.628861037;38.5315;4.79702;5.5685;25.9272;2;1.7;1.6;2.1;6.09;BB;9.2;5;4;10;2;10;1;0;0;0;2.5;2;0;1;-1;1;-0.5;2.5;2;0;0;1.5;2;1.88;0;;0;;;1.88;331463;427904;11320351;5.497690931;7.097274629;187.7608995;8.099242953;10.45576265;276.6108828;255674.6959;40925.183
